"subst_id","lon","lat","point","polygon","voltage","power_type","substation","osm_id","osm_www","frequency","subst_name","ref","operator","dbahn","status","otg_id"
"3416","9.38122505420397","47.7163064299606","0101000020E6100000997128EE2FC32240304CD9EDAFDB4740","0103000020E61000000100000006000000E6153B5CDCC222407FEAD2E8ABDB474073B0A6BC15C322408067C803BEDB4740169D298E73C32240560B5B66B5DB47409A11246A82C32240F6B0FA04B4DB47401B072BE34BC3224009A7CFDCA1DB4740E6153B5CDCC222407FEAD2E8ABDB4740","110000","substation","distribution","w102640011","http://www.osm.org/way/102640011","50","UW EnBW Markdorf","NA","EnBW","no","1","26099"
"3417","9.2877451098917","47.6973825198679","0101000020E61000003623B9535393224041D195D443D94740","0103000020E6100000010000000500000018D25E8E1B9322401292A7BF3AD9474045E68F75269322402D1177B24ED9474065CDED3F8D9322402AF01CD74BD947409CF7986781932240C207DFD739D9474018D25E8E1B9322401292A7BF3AD94740","110000","substation","distribution","w102640012","http://www.osm.org/way/102640012","50","Umspannwerk Meersburg","NA","NA","no","1","26100"
"3418","9.30244928098543","47.7924200651487","0101000020E6100000F00FD5A1DA9A224008414C056EE54740","0103000020E6100000010000000600000012038FF3909A2240AC5B20DC74E54740EF6C6565009B22400B153C0179E547402E80F8D6189B2240E6E1B26771E54740EA500451209B22403B9EF3AF67E54740F0C63BBEB19A2240D3AFC64262E5474012038FF3909A2240AC5B20DC74E54740","110000","substation","transmission","w102640013","http://www.osm.org/way/102640013","NA","NA","NA","EnBW","no","2","26101"
"1461","9.15307952901409","49.2813811264213","0101000020E6100000F19AA570604E224079D8F74B04A44840","0103000020E6100000010000000800000093B728C94C4E2240BDFFD56D05A4484016C856B8524E2240ECA5CEF107A44840AA257A04654E2240215A55CC06A44840B12AA986764E2240B81F26B305A4484082640B726A4E2240ADB11D9300A4484033B6E2624D4E2240F8C3A06502A448407E11568B534E2240D51FB00105A4484093B728C94C4E2240BDFFD56D05A44840","110000","station","NA","w102717903","http://www.osm.org/way/102717903","NA","NA","NA","NA","no","1","26102"
"1922","6.97537009147302","49.5805730709384","0101000020E6100000197ED16AC7E61B40324FE83750CA4840","0103000020E610000001000000090000009F09243936E61B40D298BCCF62CA484039017C3ABDE61B40B6B00D2E64CA4840B40533EB2AE71B40C5CE42F749CA4840611F6FFD39E71B40D3ECCA9842CA4840DA0311DC38E71B4005E9DC223BCA4840215A6F5E20E71B406E8FCA503BCA4840D873F90408E71B40AD203B7E3BCA48402B39885ED9E61B40E13EEA603BCA48409F09243936E61B40D298BCCF62CA4840","110000","sub_station","NA","w102727378","http://www.osm.org/way/102727378","NA","NA","NA","NA","no","2","26103"
"6","8.86152575117788","47.8064353143689","0101000020E610000010F13BE719B92140E4C6BA4539E74740","0103000020E6100000010000000A000000B3A7FC0E69B821404BEFCC6040E74740362CEE2EB9B82140E0DF206748E747408970637DD6B821404C99B5564BE747405D03896DC4B82140C8A3ED6B50E7474043729BCF3EB92140EDB3D4AE5CE747406CF45A7FC4B92140265CF70F37E7474077B23EEB5DB92140019124C92CE74740F11BE24A85B92140E2534FB421E747402B26850E04B9214069CEABC114E74740B3A7FC0E69B821404BEFCC6040E74740","220000;110000","substation","transmission","w102743264","http://www.osm.org/way/102743264","50","Beuren","NA","NA","no","2","26105"
"3420","8.86144828769474","47.7641943711041","0101000020E610000031B0FDBF0FB92140F1D6031FD1E14740","0103000020E610000001000000090000008E6079A78EB82140F0A619F6DBE147400D6684D292B82140659C8AF1DBE147408A8F588D94B9214003798CE2DAE147408FCCEE3594B92140EA4A9C07C9E147406E758E666BB92140032CEE6DC9E147406E758E666BB9214047061D18C5E14740F33856B31CB921401DFB49A9C6E1474026F029B491B82140E4B0D5ACC6E147408E6079A78EB82140F0A619F6DBE14740","110000","substation","NA","w102745802","http://www.osm.org/way/102745802","NA","NA","NA","NA","no","2","26106"
"1923","7.16614883056942","49.4611127226315","0101000020E6100000D64146EB22AA1C4066BCDFBD05BB4840","0103000020E61000000100000005000000FD087F0BB7A91C404E1C4C3A07BB4840CA4CB04016AA1C40FED118920EBB4840F5CE89CC8EAA1C407187254204BB4840EC3F51912FAA1C40BDF45AE9FCBA4840FD087F0BB7A91C404E1C4C3A07BB4840","110000","station","NA","w102806233","http://www.osm.org/way/102806233","NA","NA","NA","NA","no","2","26107"
"223","11.0783969488578","50.2133208776229","0101000020E6100000ABE616A523282640DB7838194E1B4940","0103000020E610000001000000080000005375B5D4B8272640202E9458501B494066D8E34BCF27264026E169F95C1B4940EAA4678E34282640CBA2695D581B494079B9CB8787282640DFBB0897541B4940692451765F2826409851210E3E1B494080AA1B50E32726409AA357B4431B4940BC276FF0F4272640ED1EE79B4D1B49405375B5D4B8272640202E9458501B4940","110000","substation","distribution","w102824962","http://www.osm.org/way/102824962","50","Umspannwerk Ebersdorf","EBDO","E.ON Netz GmbH","no","1","26108"
"3421","8.92148154138779","48.0118486632328","0101000020E6100000A741B86DCCD721400E8BCA4184014840","0103000020E61000000100000006000000039502A488D72140B2C9AD2A830148405D90F9C5C5D72140E3EE43B28E01484024BFF7C6D8D7214067BDC4FA8D014840FD5B2D2711D821404489017A85014840D0DE41F7CAD7214081EB86CF78014840039502A488D72140B2C9AD2A83014840","110000","station","NA","w102864172","http://www.osm.org/way/102864172","NA","NA","NA","NA","no","2","26109"
"3422","8.7959265452656","47.988680854453","0101000020E61000003ADE23AF83972140480720188DFE4740","0103000020E61000000100000009000000F350531D3C972140E28180C98CFE4740D12531CA419721409CEEA0FA8DFE4740614BC6A5799721407AA7F8B599FE474041B0BB29B0972140A4FA767192FE4740CCCB3327A4972140A49667EB8FFE47407E496370A897214048A694518FFE4740411F91FEC7972140ED225E238BFE47408654AD7E96972140C909F2BD80FE4740F350531D3C972140E28180C98CFE4740","110000","station","NA","w102864180","http://www.osm.org/way/102864180","NA","Umspannwerk Tuttlingen","NA","EnBW Regional AG","no","1","26110"
"3423","8.65446512768824","48.1406390175216","0101000020E61000003E969F0D164F21400066967500124840","0103000020E610000001000000080000005870A693814E2140F3FF5608F8114840672A24D34A4F21405B768DD116124840FC70158D8E4F21407F8DD9FE0B12484021D9C01A8F4F21403746E60B02124840E45C80CE344F2140638ABEDFF4114840E1D891A1C34E2140B2E459B4EC11484048177B1EBC4E2140884C3AFEED1148405870A693814E2140F3FF5608F8114840","110000","station","NA","w102864181","http://www.osm.org/way/102864181","NA","EnBW Umspannwerk Rottweil","NA","EnBW","no","2","26111"
"3424","8.72726201873397","48.0659092765272","0101000020E6100000AF2BF4AF5B742140F49715B76F084840","0103000020E61000000100000009000000166CCE42DD7321400A0ACDC768084840E6453F49437421402A281C867D08484077F6E3C3867421400E6DC59C7D0848408DFF55BEDE742140AC616D5971084840083DBBA1D7742140D67662F46F0848401E05E335A1742140541EE34365084840CE0E28046F7421401BA561636C084840B974984C287421405AEE07C55E084840166CCE42DD7321400A0ACDC768084840","110000","station","NA","w102864187","http://www.osm.org/way/102864187","NA","NA","NA","NA","no","2","26112"
"3425","8.2326091734897","47.9047443777946","0101000020E610000092C6B18C187720400AEFECA9CEF34740","0103000020E610000001000000080000006D208C81F3762040BE19B87BC7F34740B170C20905772040FF502C24D7F34740C548E1E10F77204015CD4BCED6F3474077199FC73E7720401BA8875DD5F3474011C5960C2F772040F4166CF1C7F34740AA17D8BA1E7720405F48A2E0C6F347408DE1C65B08772040DD13F99FC6F347406D208C81F3762040BE19B87BC7F34740","110000","substation","NA","w102998127","http://www.osm.org/way/102998127","NA","NA","NA","NA","no","2","26113"
"2507","12.3140404686117","51.2995520179642","0101000020E61000007B9D8CE9C9A02840B94D74B857A64940","0103000020E6100000010000000D000000631EFA2F80A028402954E40059A64940F00C215D8EA02840989165B163A64940DCF665F6C5A02840A4E24DE161A6494002117EB1C7A02840F1C2F81463A64940BFEC9F81D7A02840E3030A1C63A649401190CC16DFA02840B522BC3664A64940805E0123EEA028407227798F63A64940A82A860BF1A02840A970A46E65A649403EC5329209A128404933616564A64940CC2E65ACE8A0284018F8F05947A64940C672E80E9DA02840F63192784AA649405545E2DFB0A02840A911DD3757A64940631EFA2F80A028402954E40059A64940","110000","substation","distribution","w103123062","http://www.osm.org/way/103123062","50","NA","LzZ","Stadtwerke Leipzig","no","1","26114"
"3426","9.1471174764325","48.1762822564408","0101000020E610000032E55BFB524B22409F23BF6A90164840","0103000020E6100000010000000700000034C03CD4274B2240D0ECDED1901648404B6B174A464B22400A22A2239F1648409A1E3B238F4B224097B208BF9A164840451D50BF614B2240F9D3B4F2841648405F9CECB8514B224080E9FB7880164840B9DB9AF5284B2240CE5E87DA8216484034C03CD4274B2240D0ECDED190164840","110000","substation","distribution","w103336526","http://www.osm.org/way/103336526","50","Umspannwerk Winterlingen","NA","ENBW AG","no","1","27628"
"822","8.45100406169879","49.2986496454867","0101000020E61000000FB81E01EAE62040EC29CE263AA64840","0103000020E6100000010000000B000000A5C1884693E62040765AE3C231A64840CFE5B071DFE620404CBAE5413BA64840391FB9009FE6204048CE6CFD48A64840A8FDF1BEE8E620402CC93F2F52A64840AEAE58062CE7204056CC7DD643A648401A3B090E09E72040C11EFF7A3FA64840B83EB1033CE72040F41C5CAC34A6484022C5391143E720405D66551D33A6484083F8E5ED46E720400BF8884932A64840BBB4DB02D4E6204046A220F523A64840A5C1884693E62040765AE3C231A64840","110000;medium","substation","distribution","w103404867","http://www.osm.org/way/103404867","50","NA","NA","NA","no","1","26115"
"3427","9.27633899797026","48.0910249366859","0101000020E61000008BC81D4E7C8D2240E21783B4A60B4840","0103000020E6100000010000000800000012AE6A24038D2240C766451C9E0B4840CC610236738D2240B263465AAB0B4840DF2302D0668D22405EE1635DAE0B4840CFFC2F63AC8D2240C33105FCB60B4840D065F719E18D2240793A4D5EAB0B48405B8DA52F8E8D2240C965306AA00B4840AA15AB4E598D22408000FF5C980B484012AE6A24038D2240C766451C9E0B4840","110000","substation","distribution","w103462000","http://www.osm.org/way/103462000","50","Umspannwerk Laucherthal","NA","NA","no","1","26116"
"823","8.50937688317182","49.5175001587397","0101000020E61000006F1FFD0BCD0421401DBBF8713DC24840","0103000020E61000000100000005000000C255113CB204214040FBE26C39C2484075E95FC3CD042140E788CE5E43C24840828FF1DAE7042140BD8B8A7741C248406EA1A656CC04214004FA208537C24840C255113CB204214040FBE26C39C24840","110000","station","NA","w103504192","http://www.osm.org/way/103504192","NA","Umspannwerk 7","NA","NA","no","2","26117"
"3428","7.90869608602601","47.6132430887346","0101000020E61000008DF00D3A81A21F407E4EE1BF7ECE4740","0103000020E61000000100000008000000BCA1B90ADDA11F40F3F7C84E7DCE4740FF2E5FF101A21F40D58C277A83CE47407A3E2CF877A21F408C6BAC0E8ACE4740126402FA8EA21F40A98209EA87CE4740B1190AAFC9A21F4010A856968BCE4740BA5A953B37A31F40F13580587FCE47408081EA9A4DA21F40CC408C5A70CE4740BCA1B90ADDA11F40F3F7C84E7DCE4740","110000","station","NA","w103737880","http://www.osm.org/way/103737880","NA","NA","NA","NA","no","2","26118"
"360","9.80600805888022","47.7743717892405","0101000020E6100000EC679A16AD9C2340D5DD629D1EE34740","0103000020E610000001000000090000002AC05168509C2340412E10A622E34740D504AC34DD9C2340BEC350922AE34740D67E975FFD9C23406FE3C9B81AE34740BC050984F09C23402CFBADFF16E347401AC5D753B79C2340D3E36AFF13E3474086E7AD50A89C2340AD67EE1315E34740F889A4E0889C2340EB4CF53C17E347404392896C649C2340FC53FA5118E347402AC05168509C2340412E10A622E34740","110000","substation","distribution","w103893081","http://www.osm.org/way/103893081","50","Umspannwerk Vordermoos","NA","NA","no","1","26119"
"2025","7.54533428798129","50.2627129068943","0101000020E61000007D11911C6C2E1E4093AC9793A0214940","0103000020E6100000010000000C00000049B22FEA9B2D1E406642A5C898214940252BDDDD9B2E1E4038059283BA214940B5669E65E42E1E4040EAE8C5B6214940B2A90E74E12E1E40F82360DBB02149408C52875ACC2E1E40526A3B4AAC2149409A7E2D47C62E1E406FACDB66AB2149407132AF15C02E1E406D03209AAA2149404634AADAC52E1E404AF554C5A62149403FDBBF8BDF2E1E407AF93964A521494005423221DA2E1E40A28C53D68B2149406D1C698DBC2E1E40B86609C98A21494049B22FEA9B2D1E406642A5C898214940","110000","substation","NA","w103925981","http://www.osm.org/way/103925981","NA","Station Hünenfeld","NA","NA","no","2","26120"
"3429","8.76233947379041","48.5336786384004","0101000020E610000064C2085C518621407040E5944F444840","0103000020E610000001000000090000004D9F1AC30A862140C219B3CD5D44484029FECD7078862140515937BC5E44484035CBA23A958621408A5D9F053D4448406AE0340A30862140D58CD66843444840262631E52B862140811F399345444840821131C32786214016D15E3348444840DB3FA1AF2086214013890DD14844484001A859AB1A862140E7544857494448404D9F1AC30A862140C219B3CD5D444840","110000","station","NA","w103968970","http://www.osm.org/way/103968970","NA","Wolfsberg","NA","NA","no","2","26121"
"2026","7.43941231630676","49.7680829366707","0101000020E610000017FD5F4DF5C11D40DFCEAA8A50E24840","0103000020E6100000010000000600000056835A265BC11D40312D17B43FE248408E26C448C5C11D40F757030B59E248403E1D98B04CC21D407891E25B62E24840E81F6E78A7C21D40F6C6D1015FE248404DBA6DD2B2C11D405031C4993CE2484056835A265BC11D40312D17B43FE24840","110000","station","NA","w104061015","http://www.osm.org/way/104061015","NA","NA","NA","NA","no","2","26122"
